,BL_MV,MinVar_Factor,MinVar_LW
2016-05-31,0.009799741231862232,-0.00040025178889904517,0.0025867526356784247
2016-06-30,0.014033301154708574,0.0311748561277245,0.02854745052996729
2016-07-31,0.041030721540873116,-0.0032173882611057445,-0.00410487274832566
2016-08-31,0.010138458446743413,-0.003918811071493785,-0.0034420162757563665
2016-09-30,0.0052342913384443406,0.006112759633049836,0.0091006510710815
2016-10-31,-0.009653433217043294,-0.013299212478545316,-0.01178434608735994
2016-11-30,0.012024969261924508,-0.03187217086757447,-0.028397394983959146
2016-12-31,0.002861647449904691,0.006774250195765256,0.006699616174255305
2017-01-31,0.03296682221328086,0.0015202092040297681,0.0033567361827989426
2017-02-28,0.035688953370681724,0.007885732054738213,0.007661653415171975
2017-03-31,0.007396239745300632,-0.004503412798689823,-0.004778615963587651
2017-04-30,0.008530464178930618,0.006325247216629389,0.004763534986210326
2017-05-31,0.017380827093686834,0.007164852405647572,0.006806104500227306
2017-06-30,0.0021442469151001977,-0.002476450232797074,-0.0029090927401515167
2017-07-31,0.0347874519053078,0.009768672570840142,0.01153776832599351
2017-08-31,0.008906637867976247,0.010615804726638853,0.01040082705624715
2017-09-30,0.012516061349048872,-0.0055252164526172175,-0.004130771905148679
2017-10-31,0.028951381807276674,0.005296575653838033,0.009279063415649137
2017-11-30,0.018870627198766744,-0.00039658506457841084,0.0016741484564830353
2017-12-31,0.017012573155785967,0.008199004362261994,0.007951902632497294
2018-01-31,0.06860814939373988,-0.011339791425939608,-0.005909712878957602
2018-02-28,-0.050118936020098745,-0.016187772290510098,-0.01649900929209084
2018-03-31,-0.01956643991251711,0.010862127839020496,0.01036295126794771
2018-04-30,0.001067238212419536,-0.007608724936354137,-0.004710826809020861
2018-05-31,0.003488075949100212,0.010149432596981648,0.010376205081253063
2018-06-30,-0.013682484618907437,-0.003201661787859604,-0.0040948613824109276
2018-07-31,0.03706927393591089,-0.0020080148430646934,-0.0037068123791941195
2018-08-31,0.009436693919753835,0.006603424732640614,0.007636767989921524
2018-09-30,0.0028017448866889637,-0.0024424692020980415,0.00015828598798381908
2018-10-31,-0.06419415875153682,-0.016698382266629536,-0.021893065265215214
2018-11-30,0.03085952798569584,-0.006600753996873272,-0.007911428386610905
2018-12-31,-0.07516831785158312,0.014449411928181652,0.005634792385663729
2019-01-31,0.07592064454802273,0.023232203699585813,0.025895010867257526
2019-02-28,0.01839593936676259,5.846869913840504e-06,0.001690700440482835
2019-03-31,0.01975477063716391,0.022859627560121866,0.020331495677879906
2019-04-30,0.028062814024335636,6.91226691989942e-05,0.0010473116616066121
2019-05-31,-0.05751032937343047,0.013067853721165777,0.006102234356162039
2019-06-30,0.05774164290645174,0.021844341748779313,0.022517265124290343
2019-07-31,-0.0009574022780783802,-0.0005775875726448481,-0.0012026586472013107
2019-08-31,-0.025859212731428813,0.02684657762954696,0.020672306400298792
2019-09-30,0.025476709741552264,-0.006298070242750656,-0.002240836221058266
2019-10-31,0.02650425432302738,0.005349258583523701,0.0075593037327620705
2019-11-30,0.020736909534701576,-0.002446939022943467,-0.0021104643353725043
2019-12-31,0.038483043203574166,0.003649681599556873,0.005282590320006056
2020-01-31,-0.02237897016239037,0.014445110927170303,0.008229298394814049
2020-02-29,-0.06876485445991129,0.009422646168343825,0.0007832883494360982
2020-03-31,-0.15230551408074677,-0.023883577767002808,-0.024914028160578236
2020-04-30,0.09499857856122301,0.012201995592909973,0.009183255427044137
2020-05-31,0.042731484074616854,0.019960032215506747,0.023424267622502857
2020-06-30,0.0237714489041035,0.011982863129565573,0.010574464970570178
2020-07-31,0.0529007901424514,0.019894329203422306,0.01793909945911064
2020-08-31,0.057271550219569305,-0.0038872694022540864,0.004544969272288971
2020-09-30,-0.032382227591355756,-0.0037270469571097555,-0.0039294021360757134
2020-10-31,-0.010880303633271422,-0.01361418897884345,-0.015734187923308104
2020-11-30,0.1027103363118741,0.026767988553471858,0.031789396446033014
2020-12-31,0.041138079651676714,0.006712795587067652,0.01148100515832407
2021-01-31,-0.003921879028121194,-0.007585298472235837,-0.004945727946140924
2021-02-28,0.01917026855248496,-0.0076161362397361345,-0.0007419153057710379
2021-03-31,0.025285963975476583,-0.018799827414132993,-0.016755988719593086
2021-04-30,0.029595081221700896,0.017938043878094476,0.019454676434220275
2021-05-31,0.016493496220040604,0.009296343766217758,0.010765752697670938
2021-06-30,0.01629502849620417,0.016364092607163087,0.014707307323907143
2021-07-31,-0.008262231242372933,0.01675792535230302,0.01612379953662819
2021-08-31,0.028135821372961133,-0.005007088014322954,-0.0036158052610517494
2021-09-30,-0.03972476812524102,-0.0066206128509694465,-0.003093148931003528
2021-10-31,0.0405979581291132,0.00575455473285762,0.006573501620451349
2021-11-30,-0.019988866956237535,-0.00638054836475491,-0.010359086479848269
2021-12-31,0.02973400255506026,0.005517814244666787,0.009464507519728877
2022-01-31,-0.026269235058717387,-0.013847029270345722,-0.010364076898406054
2022-02-28,-0.03523357095217032,-0.0003840971163748645,0.0031139487128792496
2022-03-31,0.016679879795408397,-0.021173081720118437,-0.016239866470718425
2022-04-30,-0.07976882363546407,-0.03911057666093486,-0.035271324486683485
2022-05-31,0.007300469241377323,0.014890494644671244,0.01478460281462678
2022-06-30,-0.06576322474904965,-0.026882775664310424,-0.029987383668487452
2022-07-31,0.05458319040431414,0.027660221896396137,0.026833549387401408
2022-08-31,-0.028808043168907983,-0.03810250482606077,-0.03687904485625066
2022-09-30,-0.09744533433005152,-0.05620694491893816,-0.058302684142315694
2022-10-31,0.02873113266142066,-0.0037865094877537215,0.0010261070509688802
2022-11-30,0.09020298662540684,0.04255285906511265,0.0418326574117297
2022-12-31,-0.0427544051287735,-0.016894262921688045,-0.018489097164681667
2023-01-31,0.06583550961428428,0.03694335442944957,0.03644959255475379
2023-02-28,-0.046858684046123505,-0.037804311734231225,-0.03739311035125519
2023-03-31,0.03580952454659721,0.03234198730427731,0.031571046203108
2023-04-30,0.009096171564577097,0.005415484391485938,0.005099885764473683
2023-05-31,-0.0072450857777329025,-0.02165069857861602,-0.021210027750313297
2023-06-30,0.062372265464288736,-0.00023460628796311998,0.002744216399373409
2023-07-31,0.042591626345530605,0.007495776353154092,0.01167648283543465
2023-08-31,-0.0344554652982625,-0.008699140738889857,-0.009111511260100817
2023-09-30,-0.03704565582670356,-0.0270520430759361,-0.024777947431693828
2023-10-31,-0.025039180658009513,-0.020802724357754106,-0.020225719690002537
2023-11-30,0.06919857693619218,0.04434806186778359,0.03962221677186673
2023-12-31,0.03713811850293344,0.031202600967647428,0.027618734114531293
2024-01-31,-0.003832241410433335,0.0013007816960212762,0.004367291175460625
2024-02-29,0.047751142818943715,-0.018792780257669735,-0.014056910265045712
2024-03-31,0.02693868164620182,0.014661774091569157,0.0163962619508247
2024-04-30,-0.025101527757564513,-0.026530737288163225,-0.02644203644151685
2024-05-31,0.038163853221386004,0.01650355084205747,0.016262290225176536
2024-06-30,0.020406296587637672,0.008285909633570687,0.008432565112336749
2024-07-31,0.012355804751244273,0.020775814725698012,0.019562209743486256
2024-08-31,0.024056099088426115,0.010526077814954462,0.008908182333267154
2024-09-30,0.03965521694995397,0.014245205624738336,0.012321243382260833
2024-10-31,-0.01912457051066801,-0.027906347273476594,-0.02694597091831488
2024-11-30,0.028101898771503354,0.008763830020188903,0.008358636032460382
2024-12-31,-0.021881440155212904,-0.019025138766311813,-0.017136098619120684
2025-01-31,0.029112368584658384,0.008910143768476314,0.01065532750690093
2025-02-28,-0.0002693214921479434,0.02262665951330418,0.020288065159400626
2025-03-31,-0.024209237405622124,0.0034434535441602997,0.003870789769224278
2025-04-30,-0.0037801634960145042,-0.0055632700838789614,-0.005591810068233182
2025-05-31,0.047421220488993596,-0.003901015502813702,-0.0011285631196025704
2025-06-30,0.04752347395330018,0.020847990492895103,0.02191214516080705
2025-07-31,0.006617388182638764,-0.00025831825772012085,5.9477234856911317e-05
2025-08-31,0.02787702687419877,0.011915058716871516,0.014350641462406461
2025-09-30,0.034549816932951526,0.011329343154058938,0.011290290874180361
2025-10-31,0.017292062238427428,0.007054181199735337,0.010159696090332248
2025-11-30,0.004938625777335138,0.009160615858308057,0.008238671617080627
