,SPY,VGK,EWJ,FXI,INDY,EWZ,IEF,LQD,DBC
2012-05-31,-0.06193427309825417,-0.12751015768150742,-0.09131401263589778,-0.12449538762406132,-0.12663278131781386,-0.14665577701612653,0.02829143458179928,0.007542372112255613,-0.11831121444734771
2012-06-30,0.03977927066213649,0.07942000006118333,0.06643666784321178,0.030046501217928956,0.09422896355126831,0.013195187362265326,-0.004152151641305224,0.008678194210760992,0.020004509321004615
2012-07-31,0.011759895166211898,0.003263486617789635,-0.04566046500427623,0.01591058141587265,-0.01984788471540533,0.01440257709832471,0.013914615238885375,0.03423677549852844,0.056619050739354915
2012-08-31,0.024743989716621506,0.04571621809472637,0.007756637704300129,-0.03389116462564479,0.04288948262524128,0.00513449674997446,-0.0011735073231227133,-0.0005377775276249608,0.054974558180103106
2012-09-30,0.025035144555858757,0.028914788963794624,0.012067824938641891,0.045227041284771285,0.0916900947004109,0.02509958383378663,-0.0034888089037563574,0.010940666156300516,-0.00382818269238161
2012-10-31,-0.018365932396323892,0.01752123607844913,-0.012067824938641891,0.06137252295458362,-0.028101063120570924,-0.013220542441297667,-0.003968566683282049,0.0133717920188543,-0.03983448076207674
2012-11-30,0.005643742629598769,0.02444916650008455,0.02936582250946751,0.009737706251980338,0.03904325487235338,-0.033739763220550945,0.009744060694742096,-0.0072604336185548846,0.019404089351866993
2012-12-31,0.008894671035849733,0.04215753623266094,0.05474342408019117,0.08729124402717225,0.0041840556173213805,0.09057321640384863,-0.009448124148415005,-0.0033117591676710134,-0.011453166877092968
2013-01-31,0.04992298365846981,0.04190227755328646,0.0223129897869474,0.024903540579888528,0.04205802997135022,0.014728621807115427,-0.013015845399437787,-0.013060434342428096,0.024534450062593915
2013-02-28,0.012678403069176447,-0.034558520999730113,0.02378694166164852,-0.06269149806413088,-0.08386720091964728,-0.029314025642016794,0.01126187807134471,0.010702488976577662,-0.04821080000141276
2013-03-31,0.0372680002942003,0.0033941366415630725,0.05617878318251668,-0.05325457914831322,0.005843130890013537,-0.011860265150142713,0.0028638380373955385,-0.0004672888925707497,0.006612933200086157
2013-04-30,0.019030155736626142,0.04439011910894752,0.08004255249354708,0.021696408002639167,0.05859077629062748,0.012223086303663422,0.015137915964423598,0.021502264564960072,-0.03882533924088971
2013-05-31,0.023335070915832645,0.00019478140803830257,-0.07634567076140053,-0.046924028379137894,-0.061925497761285975,-0.08039055673086004,-0.03154274799850576,-0.03270503252274359,-0.015730261138771073
2013-06-30,-0.01343428111013445,-0.045546054175447104,0.0387724059577379,-0.07532194738083664,-0.06638174333319924,-0.129344172436213,-0.025791117104525974,-0.033221774356180234,-0.028635063759646417
2013-07-31,0.05038607494611469,0.07348402749726501,0.0,0.052123178145472515,-0.03326803655485966,-0.008241686286563521,-0.003533878722078221,0.01099993705253155,0.031338316512226516
2013-08-31,-0.030451443203729056,-0.01478072323876889,-0.031691437703963654,0.025076849591559203,-0.13207615233912184,-0.0258485938209021,-0.014327743317324781,-0.010033116306570555,0.027763669412848913
2013-09-30,0.031155978818088848,0.06929837815366824,0.09221082581943607,0.05402242725672046,0.10578329216678517,0.122412170271339,0.018294634561614842,0.007391392773662631,-0.03434145746843864
2013-10-31,0.04526699612145002,0.040983524222404366,-0.0008390303850491776,0.013128082444784361,0.09824713893484427,0.045893481433245675,0.007747923725778705,0.017920071938872795,-0.00038831551837059664
2013-11-30,0.029206402333823434,0.01016286752954132,0.012515530536524988,0.06591838954838902,-0.0187168282022232,-0.0661347618420991,-0.008802122825971814,-0.0013943399114948463,-0.009363859968989807
2013-12-31,0.025596382346042112,0.028975296672699713,0.014142149979740282,-0.04030339636428071,0.036031806564488456,-0.03626788222695998,-0.021128444284804537,0.00214644147701204,0.005862745592394969
2014-01-31,-0.03588432058000812,-0.04682773576774579,-0.06905163197656394,-0.10400043977636564,-0.06365975012466674,-0.12982909929340147,0.030173371752139744,0.018653171149070502,-0.030869074212939385
2014-02-28,0.04451005530946883,0.07085653652778312,0.02441222926644704,0.02315379063837053,0.04520065665456041,0.04387534974595653,0.0035684439283647507,0.01138390856755045,0.0490197238646255
2014-03-31,0.008261673751774445,-0.006309252934248111,-0.02441222926644704,0.010959799319905539,0.10830229057033325,0.09397914394145968,-0.005626656451588552,-0.00029075263087907643,-0.0003826431691065224
2014-04-30,0.006927152055889785,0.026119290716694277,-0.022312473758458573,-0.024043093189431097,-0.00545814034532599,0.043446934350841904,0.007555357686668707,0.013205372534209836,0.011041309005028754
2014-05-31,0.022941390545879514,0.007737350975392854,0.04413774085662814,0.05350962136875426,0.08538107118046279,-0.011760579133203386,0.018088350811658493,0.015030652276610823,-0.014493002314301062
2014-06-30,0.02043474688981206,-0.000887152476904518,0.045760749095983044,0.019702393664061013,0.04314102910783024,0.04710837214197028,-0.002169732023673987,6.697534479727096e-05,0.02090933157218977
2014-07-31,-0.013528945358993738,-0.044163764609951084,-0.003327884819718463,0.08856284443635332,0.002068865379779794,0.014956785229213398,-0.002207455594060548,-0.0032004580368081292,-0.04856449985589162
2014-08-31,0.03870467580953996,0.007295143103501989,-0.016807400223047164,0.0,0.04182751690229569,0.1018492024240043,0.01862819474595412,0.019842173140063757,-0.011519374501725022
2014-09-30,-0.013892254117485514,-0.040560623524623196,-0.002545431249083574,-0.05563384758651857,-0.020694961793193745,-0.21180178650168857,-0.010550596251224675,-0.01695879046312143,-0.0750612653838858
2014-10-31,0.023277620800008947,-0.019198434854402535,0.02434051483809263,0.04220051854385787,0.057982468570510814,-0.004845103584888211,0.015246426007964331,0.01226696655677717,-0.039530790176767194
2014-11-30,0.02710167695850796,0.020465161038837554,-0.037166798480163354,0.016640109607414466,0.007925191290144351,-0.03267454719022744,0.01280426941671653,0.00907591824640619,-0.08896829408705553
2014-12-31,-0.00254009756868534,-0.04803448010072087,-0.02731192865904264,0.03737576972838408,-0.05624391276273499,-0.12242687807922747,0.0012936019892775263,-0.00017190442679471118,-0.10145038123020989
2015-01-31,-0.03007685810339744,0.0051381476930667525,0.021998196276813875,-0.00917188785674572,0.07658940599038866,-0.06379120859748655,0.042122582417877474,0.0368307844100384,-0.05859423436569644
2015-02-28,0.05468193166987323,0.05914964091804675,0.07217910187962939,0.059311129298309506,0.027197932858071816,0.030709806062186207,-0.025028235774608554,-0.014305785245130487,0.043301595945209215
2015-03-31,-0.015830058455812868,-0.024681682151276974,0.014469625698996236,0.01451964657232585,-0.056750726967707,-0.12029454612672463,0.008524808482119894,0.0019489485842854037,-0.062449275955295036
2015-04-30,0.009785511523537238,0.04154455463478435,0.025995992484376895,0.14503564007649583,-0.06696638527389931,0.14348321130059372,-0.0063501068415359185,-0.011942613798623825,0.06903193856719714
2015-05-31,0.012774241773233719,0.0028272504349229344,0.014666304123434948,-0.05136479393908466,0.03618493682736368,-0.1151973080034745,-0.004172251286401085,-0.011266379209659227,-0.03222512305670522
2015-06-30,-0.02052103862616761,-0.033275028739589985,-0.013495446062502303,-0.050950356202505986,-0.013994848543614768,0.033596071520317405,-0.01644400758160991,-0.01901078124436406,0.01624251990166181
2015-07-31,0.022337475677698393,0.02632677486920265,0.009323834679375587,-0.130004652460594,0.026439149888873636,-0.13296487032386173,0.015070677503729257,0.008285276275891817,-0.1348021223382374
2015-08-31,-0.06288659892447246,-0.07277619225036158,-0.06469318087564124,-0.11979234808414052,-0.1116862004882937,-0.1424843950535668,0.0007895575595622262,-0.008309528910739772,-0.0025462061314569517
2015-09-30,-0.025846945600164872,-0.042071987167399794,-0.05861543082168019,-0.012328478758582229,0.01735405873686391,-0.12529712776016577,0.015668547028005797,0.01182825648672825,-0.03502303521665251
2015-10-31,0.08163485048622299,0.057294359363273095,0.07498262390530819,0.07597886855074831,0.0028630346151299335,0.04105883227133145,-0.006389355440650668,0.005719330715755255,0.0032948753231893946
2015-11-30,0.0036485951502882585,-0.012559701775620269,0.004858087736576255,-0.021659523697646677,-0.024969304460780162,-0.01542199393945154,-0.004285977246510697,-0.0015431063357480568,-0.06875796994238348
2015-12-31,-0.01743336453447153,-0.026498287681469,-0.013925954718034816,-0.03774778360487341,-0.0019112453981153799,-0.07419595733702256,-0.004540839683557785,-0.010869125472978247,-0.06027227558105874
2016-01-31,-0.05106894843390375,-0.057134776496986284,-0.052509790275737434,-0.12318135748959502,-0.05286279060032317,-0.041971222628020666,0.03279338815412469,0.0012271610439471559,-0.04438370039623285
2016-02-29,-0.000826360806495785,-0.0327970714654362,-0.05450221895266827,-0.029930784421162038,-0.09086074925352872,0.03274118796239733,0.014750672692589006,0.010462775558656823,-0.0023501625995328013
2016-03-31,0.06510043106769281,0.06791194185768346,0.04664530869746475,0.10908558642866106,0.13300055110371112,0.24963165245453567,-0.0006619328835730798,0.03550756060977012,0.04148060052158353
2016-04-30,0.00393348325210674,0.027242801359891544,0.0008760673894649962,-0.007132446081307808,0.005191041765720605,0.11516051852503173,-0.001562215073426465,0.015426448679227711,0.09263883970908049
2016-05-31,0.01686842375029496,-0.005026457283686003,0.031885390070011344,0.003572726252957459,0.030950757072515156,-0.14840656915686168,-0.0009932095358893278,-0.005138265852392188,0.008876829333994696
2016-06-30,0.003469703169559857,-0.04160213525990386,-0.017057357568740716,0.024131367887309185,0.018230037635769136,0.1782364498365503,0.030408840003048887,0.030475018101090434,0.04258804467952437
2016-07-31,0.03582199807148889,0.03412992416184846,0.047547132730677344,0.034748701842087115,0.0509753960911663,0.09657449320205647,0.002461651564853007,0.012832608644346877,-0.07225567001369981
2016-08-31,0.0011969842416625909,0.0068120944952854146,0.01807754448602905,0.04470953676736711,0.009690942148075532,0.008388213698888869,-0.010165101310615654,0.0018013418902596001,0.007673594673907935
2016-09-30,5.786904695170847e-05,0.007855343734445519,0.020951609780081704,0.02558091822254127,-0.009019740750410232,0.006245258653494901,0.002371509816469164,-0.0031607988032016365,0.042183166317064646
2016-10-31,-0.017489145022018704,-0.03593467036924913,0.007151636387623839,-0.030722335488512886,-0.004708926750147668,0.11286251448573781,-0.015060021425656878,-0.015403905734244994,-0.00333672740305202
2016-11-30,0.03617624475617376,-0.02367746966908202,-0.01254878151279426,0.01961115574402239,-0.07343391008713684,-0.12000299709274165,-0.04319197871145164,-0.03218754141634328,0.01657325334795745
2016-12-31,0.02006910380857896,0.04804056719387306,-0.009272876856052825,-0.05989123760311976,-0.006946229432289286,0.008117826308296827,-0.0011851091948784642,0.008356400203473946,0.04058524008373299
2017-01-31,0.01773629526678633,0.029190506170769126,0.034399446317532334,0.05547661587203212,0.06650233052029275,0.10064014405257016,0.0021917979414096678,0.0014496706370445978,-0.005698128138606595
2017-02-28,0.038539318523878485,0.00585799467702941,0.012966673644376758,0.04033136504888546,0.03991821620058511,0.02305726751402748,0.007209992426598255,0.0131231555317175,-0.0019065663793718102
2017-03-31,0.0012490139420489044,0.043349463735989247,0.00525654258688979,0.007562782842529536,0.06122413707044405,-0.007181816331001123,0.0008049477628944146,-0.002955412077437991,-0.03298054556575458
2017-04-30,0.00987730480870841,0.03823615330627117,0.0069661628000914355,0.0010386555699910538,0.02172352221979379,-0.007771795973833484,0.01102659774477921,0.011818425506184838,-0.027325977465577633
2017-05-31,0.014014476520461727,0.04791847296419727,0.027200814462642775,0.040936069239746686,0.03157824453822888,-0.05530837205123218,0.008234233273836544,0.013243086483453403,-0.01429080449630904
2017-06-30,0.006354661022169417,-0.005148417083986612,0.013151581821098102,-0.0063757569202675946,-0.01330843093517231,-0.021617648167454817,-0.005108179636025945,0.004791225816688893,-0.009641964616347032
2017-07-31,0.020345721430941488,0.027898789253675282,0.0204785931885052,0.06884174338503479,0.06172649969758304,0.10183950604869851,0.003741113824794695,0.007625486814800908,0.04001880591614171
2017-08-31,0.0029134859212902597,0.0007051321092630403,-0.0009135265227984135,0.03918468174694656,-0.012667183850502806,0.05657061608346137,0.014470086632822898,0.006748900490287646,0.003981549970767606
2017-09-30,0.019949119386621028,0.03159822346191854,0.018113256549419976,-0.0045310543398282555,-0.03458578974124782,0.04138141875973611,-0.014520080686834191,-0.0004945318431639478,0.019672715149511966
2017-10-31,0.02329072119087261,0.004618413349667616,0.05142764271280731,0.04201992517547026,0.05893300241749211,-0.03714071044884015,-0.0018920792283108057,0.0019248360072214865,0.038845988948527754
2017-11-30,0.03010798404976356,-0.0005121428933447802,0.02125593836647477,0.005211688743203879,-0.011120492530191317,-0.0372809660542468,-0.0027955744223220336,-0.0012336718332779384,0.009325537681906138
2017-12-31,0.012054719858193508,0.015187640119138202,0.006937569304466429,0.019685445714086036,0.03864719010650797,0.05482478303204186,0.0018452362477372475,0.012131286434390098,0.027465904068196156
2018-01-31,0.05482880226391451,0.054769854470738455,0.04900462688342522,0.1317157936197364,0.046324348480150324,0.1413192508656831,-0.021736622617990697,-0.012333816647383422,0.02907349083558275
2018-02-28,-0.03703824450809989,-0.06342941865307816,-0.03016112283740746,-0.10922834808345039,-0.08337042218600033,-0.024113435666700322,-0.009372009216458643,-0.022625356908113403,-0.029675647340286826
2018-03-31,-0.027792926868984047,-0.0035191902032294387,-0.006406616352753858,0.00042347641763296195,-0.011528371876533772,-0.013280509799392881,0.01149162160677708,0.00555262932701428,0.022633409003232074
2018-04-30,0.005154743447064014,0.021268334588908644,-0.000659297167256323,-0.006583680486294874,0.019048102657893473,-0.05920500270131024,-0.012847616899170688,-0.01578369317160977,0.03358745582406186
2018-05-31,0.024018127316783655,-0.02454145385799711,-0.014952924306809834,-0.004913010835036147,-0.013408019175716657,-0.17187975967250368,0.009813447711938927,0.005199775796302042,0.026413470919819382
2018-06-30,0.005734717640593523,-0.012461590381556142,-0.02340021018563343,-0.0700747005759923,-0.00842923495720349,-0.08917236878795398,0.001972352023761559,-0.004884457862765146,-0.019603045081937776
2018-07-31,0.03637657245249404,0.03346165061663875,0.010649382403945307,0.015013552059584434,0.06277864878527861,0.11899553231942184,-0.005291818135045645,0.013348922300276733,-0.024621952457342555
2018-08-31,0.03142132740220127,-0.028663181095418544,-0.005310438112811067,-0.028603155339656627,-0.005888766268820511,-0.10659218922066849,0.010089128337128273,0.00019949879750669197,0.007507994307129007
2018-09-30,0.00592765216910518,0.0006764878283460618,0.03394172831246456,0.01009272392805638,-0.08542626183966373,0.03868703035475818,-0.012123605333069776,-0.001408851003938949,0.03338343702898383
2018-10-31,-0.07160816300729511,-0.08226859603391379,-0.09375085107558068,-0.08603526073687862,-0.07244483959144254,0.17423506485561857,-0.0030357443452224686,-0.020705542999769122,-0.057846036639593645
2018-11-30,0.0183795134978757,-0.00678230755245135,0.009076248925108832,0.06717582926534194,0.10636601564225678,-0.008755576480445448,0.0132131646895699,-0.0035910502443927683,-0.10365852503307638
2018-12-31,-0.09216820708506646,-0.049668897085094255,-0.08002905343693412,-0.06147542159383068,0.0022359195973993273,-0.02574621347381134,0.027656954510464793,0.018423735465716184,-0.040835074353714695
2019-01-31,0.07702170420918009,0.06470590943544652,0.06842709155503934,0.09883996308942011,-0.013109328697988865,0.1720154034795125,0.006504354606978069,0.033127468349764655,0.06867077080172068
2019-02-28,0.031901256281274826,0.031127843831816993,0.0014727645059813277,0.011294250251377314,-0.008353848909135042,-0.053650658115176775,-0.005268584538874244,-0.0020405318894516355,0.027956084099920897
2019-03-31,0.017938303559781765,0.007590269981706754,0.006600688875904037,0.014562181095393978,0.09249262702435868,-0.0478719247292525,0.026205197212652465,0.028869223020840273,-0.0037664677879147845
2019-04-30,0.04004017409129634,0.038424012542713104,0.012711172813302252,0.004957301237308531,0.007356711611111955,0.00971100259098101,-0.005199113803617372,0.004353778632831151,0.01187879310343698
2019-05-31,-0.06589506643418641,-0.05839437926767932,-0.04994548057281456,-0.09717748977822938,0.02379837608352231,0.006262097494696306,0.03003052590049382,0.016371139933707646,-0.06151840443205936
2019-06-30,0.06727218839160187,0.06160576299067655,0.043731956605844946,0.06785264073480102,-0.012929454274786423,0.061155162376740346,0.0120978476420035,0.03195141713328731,0.03889017972491304
2019-07-31,0.015005942625101909,-0.026392660045028382,-0.004222830452962789,-0.039828831510783314,-0.05790954177779062,0.017683186910691706,0.00038242856963144334,0.002536978293511183,-0.011509032691807697
2019-08-31,-0.016884871142600844,-0.016594820789102904,-0.007943122282384696,-0.04937435715120575,-0.04084485783170955,-0.08216082207292974,0.03875584531289089,0.038124377540156296,-0.047408588709768384
2019-09-30,0.019270876984592178,0.025181783510335176,0.05097799922527102,0.017232949897055594,0.05373414803496024,0.027431849198992442,-0.011931928657848978,-0.00758794522742523,0.014061145047600032
2019-10-31,0.02186389464630345,0.03770556917240864,0.03361935143021899,0.03335724106669957,0.023961348149816875,0.056973807383689845,0.0018776290167501486,0.004441663857479128,0.019098385808516305
2019-11-30,0.03555846564156173,0.012850496497467834,0.01270030333090233,-0.005116552832098442,0.003982515292649591,-0.04893589054716818,-0.0068959469722855715,0.004738870219733293,-0.0013053084243010993
2019-12-31,0.028641227221181786,0.04414258961378481,0.008657715578094471,0.08230852867596505,0.02304962997257931,0.1256397740647115,-0.00932447271446879,0.005259531008941387,0.05684474287436991
2020-01-31,-0.0004036153224129535,-0.031374606589995135,-0.02547352873648734,-0.09338687126719725,-0.028096763727956997,-0.08095624114192468,0.03407135022190566,0.024166434650996216,-0.08980811000255562
2020-02-29,-0.0824752457206408,-0.08293751324172272,-0.08658660234541493,0.022886718539071538,-0.06633336418990954,-0.13170484747141975,0.029186845514819204,0.01085445216529557,-0.06884594305676339
2020-03-31,-0.13338433759077972,-0.18215749523567082,-0.06978872866186814,-0.07983778976400657,-0.31479659495711765,-0.4874649730354981,0.036550916231805175,-0.06519863690738337,-0.19043653940957217
2020-04-30,0.11954461513583148,0.06247122755387702,0.04686952417328616,0.027586098773268564,0.10991153711155066,0.04603740570415171,0.0027486201868907045,0.04732056108470406,-0.03160553515419773
2020-05-31,0.04654527691035959,0.05674834881944868,0.0681424701980422,0.011849664457273867,0.008001559778415324,0.09726161001728517,0.003269429937239998,0.02430447744093822,0.07764048151555158
2020-06-30,0.01757878543732172,0.03857122261411794,-0.000978191474616974,0.02479751850010281,0.06972936781145034,0.06795306603879592,0.00042629876437150216,0.02105262700691224,0.04400875668230464
2020-07-31,0.05722329309725094,0.03590619458932709,-0.010800908762521821,0.041204578782152446,0.07357619318503872,0.12348456106998418,0.00850536006706104,0.03052993531030257,0.04991129520852944
2020-08-31,0.0674684302018349,0.04222403376847783,0.06571113324505973,0.06072430132343554,0.04811735179178722,-0.08729078851304539,-0.009745576662637312,-0.01794259761044792,0.04532494350592353
2020-09-30,-0.03816292172590874,-0.03166508242169863,0.017935446428636315,-0.04561064149559568,-0.002294216507149116,-0.07519203707830213,0.003272074430563876,-0.004407162935796016,-0.03609399847915551
2020-10-31,-0.025249176578389765,-0.05568997304526446,-0.014150701687241973,0.048790233018716656,0.008006901122388221,-0.02934903534037625,-0.01390416883314849,-0.005116720211043813,-0.031896875239186606
2020-11-30,0.10325725044431522,0.15181466461962811,0.10038594109560162,0.06368789543092568,0.10481928171158827,0.21341641392426158,0.003378068592891914,0.03702190399550531,0.09710506858854195
2020-12-31,0.03637877189289185,0.055222342122877244,0.05197727020377485,0.002730373474141956,0.08478597237774199,0.11621234362636557,-0.00238732031223865,0.0015049239858981878,0.053085061495875774
2021-01-31,-0.010242812609922325,-0.009004368051380496,-0.008472658955810175,0.06119457174781262,-0.01806981203656699,-0.08087475586866244,-0.01098114406220052,-0.018486227192837212,0.032789837253586196
2021-02-28,0.027425901151307386,0.025468451245256762,0.018194344454996347,-0.005892567885723121,0.050297064157230675,-0.06932711500579947,-0.023917503716033295,-0.02289263858686219,0.09656621016496736
2021-03-31,0.044398953507108097,0.032630598795305055,0.004387902377222197,-0.05036068731518295,0.023450907176497893,0.04744562200983804,-0.02414599725943045,-0.014890550623801069,-0.007198545937649126
2021-04-30,0.051558081109917886,0.04667163029519239,-0.01618404942858831,-0.008177275495769631,-0.03169835676681032,0.061169835432835384,0.009962751437112338,0.01037762642231943,0.07535438341105394
2021-05-31,0.006544477331499543,0.04357527816804474,0.017059311630626794,-0.0008646198931741012,0.07509335286850316,0.09002974595502611,0.004239736127025218,0.006207004487326806,0.03780230305666876
2021-06-30,0.022179945612752938,-0.013821793112606784,-0.007933987992867486,0.005226921321821454,-0.0024161200340984124,0.05627786904969945,0.010173654962951417,0.02187336482696889,0.03434937900047963
2021-07-31,0.024119295188477885,0.018414161676123975,-0.0063868165463540905,-0.13350077970843355,0.0021373429201108074,-0.0806184354257038,0.019707036054529503,0.014090485955511767,0.012903436953230596
2021-08-31,0.02932570645914101,0.01793757448354949,0.019039550207173406,0.009818227956070569,0.08958761244890345,-0.02710182976781894,-0.0039523990932242015,-0.003445621144110511,-0.016546405374510798
2021-09-30,-0.04772668697140148,-0.05541113017196242,0.026687564728844926,-0.050342210299188395,0.0070025816280145925,-0.12477866363405177,-0.016099574795891414,-0.015189145068855048,0.05082395985503707
2021-10-31,0.06781160383465679,0.04907310319915581,-0.026687564728844926,0.035330647277226124,0.0017428539797554876,-0.09152044981473528,-0.004438865116128454,0.005295918579793835,0.05635989284732679
2021-11-30,-0.008067405402685246,-0.05014091525912612,-0.030730484385460777,-0.05452200103403548,-0.04148328416764713,-0.011318967105286681,0.010861942270988578,-0.0011865110653497268,-0.09166360822013209
2021-12-31,0.04521022971686861,0.050677193499168105,0.02251490189592964,-0.03184110805506046,0.021894193079432522,0.04049694851220087,-0.005254173891742653,-0.00034141732354964205,0.06460271518206762
2022-01-31,-0.0541830312499485,-0.03641077804159476,-0.04396312059034191,0.036504423691001264,0.011140331869477382,0.11908842156173449,-0.021356866559615106,-0.03658011639972614,0.07596255562066645
2022-02-28,-0.029961381329682624,-0.05433747411594059,-0.017950404347796933,-0.08351901258527494,-0.053892955173670654,0.0393789110113727,-0.003045919893216009,-0.021545279423269115,0.06266899804915038
2022-03-31,0.03690121048791184,0.0015741072600095052,-0.021357768250566345,-0.08768905728804244,0.01814453921114989,0.13940496596278296,-0.041456940260809816,-0.029364507176886434,0.08777901171188329
2022-04-30,-0.09186227346582765,-0.06449571919846653,-0.08446195146791746,-0.03274799046850374,-0.030575274149087228,-0.14306023705683524,-0.04320253599807167,-0.06934197798093855,0.054874888340120886
2022-05-31,0.0022547591570765135,0.023861021906078417,0.017160249972793196,0.029301338680546074,-0.03917617623168956,0.07295225928054316,0.006164796129840333,0.018467360887107098,0.04509893580852875
