,BL_MV,MinVar_Factor,MinVar_LW
ann_ret,0.0962162285716931,0.02709917306874039,0.028635494630932783
ann_vol,0.1389117475369528,0.055107060189461154,0.05336124971200454
sharpe,0.6926428489865337,0.4917550124352835,0.5366346325373023
max_dd,-0.2354292515275106,-0.1650276157916667,-0.141226026722034
